,shelter_zip_code,shelter_city,shelter_description,shelter_name,shelter_state,shelter_website,state_abbr
45,85301,Glendale,"All About Animals Rescue is incorporated in Arizona and has recieved 501(c)3 designation from the IRS. Our EIN is 27-5410456. We are a no-kill rescue that works with dogs and cats in Maricopa County and beyond. The majority of our animals are from the local euthanasia lists as we recognize that these animals are in the most dire condition.   Mission: All About Animals is dedicated to saving companion animals whose lives are in jeopardy by providing rescue, foster and adoption.   Vision: All About Animals believes that it is our moral responsibility to protect and improve the lives of abused, abandoned, and homeless dogs and cats. We aim to bring together individuals who are passionate about creating a better future for our companion animals. We are committed to provide these volunteers with high quality training in order to work together in the most efficient way to ensure the well being of our animals.   Adoption Events:  (PetSmart)  5707 W Northern Ave Glendale, AZ 85301  (Petsmart at Metrocenter)  10405 N 31st Ave. Phoenix, Arizona 85051  (PetSmart North Phoenix)  17035 N 7th Ave. Phoenix, AZ85023   Email Us:",All About Animals Rescue,Arizona,http://allaboutanimalsaz.com,AZ
46,85752,Tucson,"A Pit Bull and ""Pit Bull Type"" dog rescue dedicated to education, advocacy, and rescue. ABBR ~This we do, so they may live~  OUR MISSION  All-American Bully Buddies Rescue is dedicated to promoting the positive reputation of the “Bully” or “Pit Bull” type breeds. Our mission is to advocate on behalf of these breeds in all aspects. It is our intent to rescue dogs in need, place them in loving homes, while at the same time:  • Educate the community about responsible ownership and proper training and care.  • Work for the prevention of cruelty to animals.  • Educate about the benefit of spay/neuter and the prevention of overpopulation.  • Combat the costly, ineffective, discriminatory, practice of breed specific legislation(bsl) while supporting responsible breed neutral laws to protect dogs and their community.  • Educate and advocate for local community rescues to move to the “no kill” model. (For more information on what “no kill” entails please ask, as we Bully Buddies support and work with the no kill movement)   Address: ABBR PO Box 89334 Tucson, AZ 85752 Contact:",All American Bully Buddies Rescue,Arizona,http://www.facebook.com/abbrescue,AZ
47,85032,Phoenix,"ABC Animal Rescue is a 501(c)(3) nonprofit, no-kill rescue, rehabilitation, and adoption shelter for dogs and cats.  Our admin staff is 100% volunteer-based. Every dollar donated goes to direct animal care and support. All of ABC’s funding comes from donations and grants.  Location: 3111 E St John Rd Phoenix, AZ 85032  Hours: Wed-Fri 11am-2pm Wed 6-8pm Sat-Sun 11am-3pm Closed Mon-Tu &amp; major holidays",Animals Benefit Club of Arizona,Arizona,http://www.animalsbenefitclub.com/,AZ
48,85034,Phoenix,"30 North 40th Place Phoenix Arizona 85034  Arizona's Oldest &amp; Largest No-Kill Shelter  Our Mission is to provide excellent care, protection and loving compassion for the life of the animals entrusted to us and to take a leadership role in promoting humane values for the benefit of all animals and people.",Arizona Animal Welfare League,Arizona,http://www.aawl.org,AZ
49,85064,Phoenix,"Mission Statement: As a non-profit 501 (c) (3) animal welfare organization, Arizona Basset Hound Rescue, Inc. provides veterinary care, food, support, and shelter to Basset Hounds, Bloodhounds and Basset Hound mixes needing assistance in Arizona. We treat these animals as our own, with the utmost care and respect and make decisions based on compassion for the quality of life these Basset Hounds, Bloodhounds and Basset Hound mixes will enjoy while in our care. We provide necessary support for the dogs while in the care of the foster home using the dogs’ personalities, behaviors, and special needs as a guide. We work in cooperation with local and state shelters to reduce euthanasia of Basset Hounds, Blood Hounds, and Basset Hound mixes.   Postal Address: P. O. Box 32594 Phoenix, AZ 85064  Voice Mail: (602) 225-7800 and 1-866-882-9247 (outside metro Phoenix)",Arizona Basset Hound Rescue,Arizona,http://azbassetrescue.org,AZ
50,85078,Phoenix,"Our INSPIRATION! In loving memory of our precious angel, Rylie.........  PLEASE HELP OUR FURRY FRIENDS!  Due to the high number of special needs medical cases we have recently taken in, we are in URGENT need of donations! Please consider sending in a donation to help us continue our mission of saving lives, especially our special needs &amp; seniors who need us the most!! We thank you for your support!    AZ Cocker Rescue PO Box 54489 Phoenix, AZ 85078 602-757-8225",Arizona Cocker Rescue,Arizona,http://www.azcockerrescue.org,AZ
51,85308,Glendale,"Arizona Golden Rescue is an all-volunteer, non-profit, charitable organization whose mission is to rescue displaced Golden Retrievers and mostly-Golden mixes that have been abused, abandoned, neglected or unwanted and find new, permanent homes for them.  5350 W. Bell Rd., Ste. C122-158 Glendale, AZ 85308  (623)566-WAGS (9247)",Arizona Golden Rescue,Arizona,http://www.adoptapet.com/adoption_rescue/81245.html,AZ
52,85021,Phoenix,"Arizona Small Dog Rescue is a non profit registered 501(c)3 no kill rescue shelter. We are a group of volunteers who have dedicated our lives to rescuing and saving homeless, unwanted, abandoned, neglected, and abused small dogs and cats too. We save most of our animals from kill shelters around the valley, but also accept owner surrenders and stray surrenders. Owner surrender fee’s vary depending on space and availability. We spay/neuter, vaccinate, medically examine, microchip, and evaluate and/or socialize all dogs and cats that come into our rescue before placing up for adoption to pre-screened homes. We rescue many dogs and cats every week and always have a wide variety of personalities and breeds available who would be a perfect fit for any family and any home.   Arizona Small Dog Rescue 1102 W Hatcher Rd Phoenix, AZ 85021  Contact: Denise Batistelli 602-944-2440",Arizona Small Dog Rescue,Arizona,http://azsmalldog.org/,AZ
53,85140,San Tan Valley,"Our history may be short, but we are humbled by the amount of support we have had during this growth process.   July 2014 - With the help and encouragement of our volunteers, we started AZCARE out of San Tan Valley. Liberty, the pregnant pup pictured to the left with our founder was the straw that broke the camels back, and pushed Nicole into getting started again.   We are a no-kill, All-Breed, Dog AND Cat rescue!   Director-Nicole Emery P.O. Box 1783 Queen Creek, AZ 85142  Call Us: (480) 987-2212",AZ CARE AZ Center for Animal Rescue and Education,Arizona,http://www.azcarerescue.org,AZ
54,85382,Peoria,"Blistered Whiskers is a small rescue group run by a group of very committed people. They do TNR/adoptions among others and it's an organization that i'm proud to assist with monetary and in-kind donations.  Blistered Whiskers, Inc. was formed in late 2005 to address a specific need facing animal welfare programs in Maricopa County, Arizona.",Blistered Whiskers,Arizona,https://www.facebook.com/BlisteredWhiskers,AZ
55,85082,Phoenix,"PO Box 62471 Phoenix, AZ 85082-2471   C.H.A.R.M., Cat Help And Rescue Movement, Inc. was born in a meeting of some like minded ladies at an animal rights meeting in Phoenix, AZ.. Although they all shared a love and respect for all creatures, they perceived a very definite need in the community for a group that would help the millions of cats on the streets. At that point the only group helping was ASPCA and they would pick up and deliver to shelters. The animal rights group gave exposure to a thing called fix and release used with great success in England. C.H.A.R.M. duplicated this process and was the first group to perform fix and release of feral cats in Maricopa County history. This still on going activity is entitled Project Street Cat.",Cat Help & Rescue Movement,Arizona,http://www.petfinder.com/shelters/charmcats.html,AZ
56,85212,Mesa,"Cat A Do Cat Co-Op is an Arizona non-profit corporation, registered under Section 501 (c)(3) of the Internal Revenue Code as a charitable, tax exempt organization. We are a no-kill cooperative cat rescue group. All rescue activities are carried on by unpaid volunteers with the help of public service and donations. We are an all volunteer organization consisting of experienced and dedicated rescue people along with public samaritans who realized the benefits of joining together to combine their experience, knowledge, and resources to help re-home homeless cats. We are a foster-home based rescue, not a shelter.  The purpose of Cat A Do Cat Co-Op is to rescue, rehabilitate (when necessary) and place domestic cats into stable homes.  The mission of Cat A Do Cat Co-Op is to aid in the provision a new beginning for unwanted cats and kittens who might otherwise be euthanized or perish from exposure to the elements without food or shelter.   Petsmart Adoption Center 857 N Val Vista Dr., Gilbert, AZ  Email Us:",Cat A Do Cat Co op,Arizona,http://www.catado.org,AZ
